jobName,jobAddrNoDesc,jobAddrNoDesc_en,custName,tech_skills,periodDesc,periodDesc_en,coIndustryDesc,coIndustryDesc_en,optionEdu,optionEdu_en
C#.net 程式設計師,台北市,Taipei City,時現資訊服務股份有限公司,,2年以上,2+ years,電腦系統整合服務業,System Integration,專科,Associate Degree
資訊助理工程師(南投)－總管理處,南投縣,Nantou County,劍麟股份有限公司,,經歷不拘,Experience not required,其他金屬相關製造業,Other Metal Manufacturing,高中,High School Diploma
前端工程師 (工作地點:高雄),高雄市,Kaohsiung City,昊聲訊息技術有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
系統分析師(高雄)-B831,高雄市,Kaohsiung City,精誠資訊股份有限公司,,3年以上,3+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
軟體/韌體研發工程師(Software/Firmware Engineer)-ODM,新北市,New Taipei City,晶睿通訊股份有限公司_台達電子集團,,經歷不拘,Experience not required,多媒體傳播相關業,Multimedia,碩士,Master's Degree
軟體工程師,新竹市,Hsinchu City,兆發科技股份有限公司,,經歷不拘,Experience not required,其他電子零組件相關業,Other Electronic Components,大學,Bachelor's Degree
資深系統分析師-ES,台北市,Taipei City,宜眾資訊股份有限公司,".NET, SQL",5年以上,5+ years,電腦系統整合服務業,System Integration,專科,Associate Degree
APP/軟體 開發工程師,新北市,New Taipei City,翔探科技股份有限公司,,經歷不拘,Experience not required,通訊機械器材相關業,Communications Equipment,大學,Bachelor's Degree
【資訊人才專區】MIS程式設計師,新竹縣,Hsinchu County,榮創能源科技股份有限公司,".NET, C#",經歷不拘,Experience not required,光電產業,Optoelectronics,大學,Bachelor's Degree
資訊工程師,新竹縣,Hsinchu County,博盛半導體股份有限公司,,2年以上,2+ years,其他半導體相關業,Other Semiconductor,大學,Bachelor's Degree
網站前端高級工程師 Front-End Senior Developer,台北市,Taipei City,藍星球資訊股份有限公司,"Javascript, RWD, Typescript",1年以上,1+ year,其它軟體及網路相關業,Other IT,專科,Associate Degree
A0038-G52100 資訊工程師 (EasyFlow .NET專長) (台南) (兩年以上經驗),台南市,Tainan City,日商DAIFUKU_台灣大福高科技設備股份有限公司,"C#, CSS, HTML, Javascript",2年以上,2+ years,自動控制相關業,Automation,大學,Bachelor's Degree
遊戲前端開發工程師(Cocos Creator / Cocos2d-x Game Developer),台中市,Taichung City,愛勝科技有限公司,,5年以上,5+ years,電腦軟體服務業,Software Services,專科,Associate Degree
助理工程師,新北市,New Taipei City,興誠科技股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
(新北)應用程式開發工程師/高級工程師,新北市,New Taipei City,同亨科技股份有限公司,,2年以上,2+ years,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
儲能控制系統 (EMS) 開發工程師,台北市,Taipei City,聯齊科技股份有限公司,"C++, Python",5年以上,5+ years,光電產業,Optoelectronics,大學,Bachelor's Degree
REQ_23053904 H1R200 AIoT軟體研發工程師(台北辦公室),台北市,Taipei City,啟碁科技股份有限公司,,2年以上,2+ years,通訊機械器材相關業,Communications Equipment,大學,Bachelor's Degree
(1)系統開發部-設備系統工程師_(南港),台北市,Taipei City,廣運機械工程股份有限公司,SQL,經歷不拘,Experience not required,自動控制相關業,Automation,專科,Associate Degree
"軟體工程師(C#, Python, Labview)",新竹縣,Hsinchu County,博隆精密科技股份有限公司,,1年以上,1+ year,光電產業,Optoelectronics,大學,Bachelor's Degree
軟體工程師(台北),新北市,New Taipei City,合勤企業集團_合勤科技股份有限公司,Java,2年以上,2+ years,通訊機械器材相關業,Communications Equipment,專科,Associate Degree
GNC Engineer 姿態及導航控制工程師(內湖),台北市,Taipei City,台灣晉陞太空股份有限公司,C++,經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
軟體開發部 軟體工程師,新北市,New Taipei City,連宇股份有限公司,,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
軟體開發工程師,新北市,New Taipei City,南亞科技股份有限公司,,經歷不拘,Experience not required,半導體製造業,Semiconductor Manufacturing,大學,Bachelor's Degree
【ThreatSonar】Software Engineer,台北市,Taipei City,杜浦數位安全股份有限公司,"Git, PostgreSQL, Python",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
APP軟體開發工程師,新竹縣,Hsinchu County,博遠智能科技股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中,High School Diploma
資訊工程師,新竹縣,Hsinchu County,康普材料科技股份有限公司,,經歷不拘,Experience not required,化學原料製造業,Chemical Manufacturing,大學,Bachelor's Degree
SAP系統維護工程師 (ERP工程師),台南市,Tainan City,璨揚企業股份有限公司,,1年以上,1+ year,汽車及其零件製造業,Automotive Manufacturing,大學,Bachelor's Degree
SQL資料庫工程師(SL001),台北市,Taipei City,祐安資訊有限公司,"AWS, Azure, Git, Oracle, SQL",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
軟體工程師,桃園市,Taoyuan City,細胞動力科技股份有限公司,,經歷不拘,Experience not required,精密儀器相關製造業,Precision Instruments,專科,Associate Degree
Image Kernel Engineer,新竹市,Hsinchu City,安霸股份有限公司,,經歷不拘,Experience not required,IC設計相關業,IC Design,碩士,Master's Degree
【桃園】軟體部-C#軟體工程師,桃園市,Taoyuan City,勝圖國際企業股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
韌體工程師,新北市,New Taipei City,益和股份有限公司,,經歷不拘,Experience not required,被動電子元件製造業,Passive Components,專科,Associate Degree
Java 後端工程師,台中市,Taichung City,發條橘子科技股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
(107-1)【台北軟體研發中心】- 資深電動車系統架構工程師,新北市,New Taipei City,鴻海精密工業股份有限公司,,5年以上,5+ years,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Robotics Software Design Engineer,台北市,Taipei City,優式機器人股份有限公司,"C++, Python",經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Automation Test Engineer,新北市,New Taipei City,邁智微電子股份有限公司,Python,經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
雲端架構師,新北市,New Taipei City,銓鍇國際股份有限公司,,3年以上,3+ years,網際網路相關業,Internet,專科,Associate Degree
軟體工程師 (NBB00 台中),台中市,Taichung City,達運精密工業股份有限公司,,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Ruby on Rails Developer - Junior / Intermediate / Senior,台北市,Taipei City,鑫鼎鑽科技有限公司,"Git, React, Vue",經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
軟體工程師 (NBB00 台中),台中市,Taichung City,達運精密工業股份有限公司,,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Ruby on Rails Developer - Junior / Intermediate / Senior,台北市,Taipei City,鑫鼎鑽科技有限公司,"Git, React, Vue",經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
資訊人員,新北市,New Taipei City,新美光股份有限公司,,1年以上,1+ year,塑膠製品製造業,Plastic Manufacturing,大學,Bachelor's Degree
【PM】專案經理,台北市,Taipei City,土星永續股份有限公司,,2年以上,2+ years,其他專業／科學及技術業,Other Professional Services,大學,Bachelor's Degree
網路系統管理師,台北市,Taipei City,臺灣中小企業銀行股份有限公司,,2年以上,2+ years,銀行業,Banking,大學,Bachelor's Degree
【數位技術】系統工程師-新竹廠-R08,新竹市,Hsinchu City,友達光電股份有限公司,"C#, HTML, Java, Oracle, Python, SQL, Vue",經歷不拘,Experience not required,光學器材製造業,Optics,大學,Bachelor's Degree
Test Automation Developer 自動化測試開發工程師,台北市,Taipei City,威睿科技股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
F0128 -Software Development Engineer in Test (Networking),台北市,Taipei City,優比快股份有限公司,"C++, Python",經歷不拘,Experience not required,電子通訊／電腦週邊批發業,Electronics Wholesale,大學,Bachelor's Degree
WordPress網站設計師,台南市,Tainan City,意匠互動媒體有限公司,"CSS, HTML, RWD",經歷不拘,Experience not required,網際網路相關業,Internet,專科,Associate Degree
助理工程師,台北市,Taipei City,金點企業有限公司,,經歷不拘,Experience not required,自動控制相關業,Automation,高中,High School Diploma
【高雄】軟體工程師,高雄市,Kaohsiung City,向陽優能電力股份有限公司,,2年以上,2+ years,光電產業,Optoelectronics,專科,Associate Degree
【資訊】.NET API、MSSQL工程師,台北市,Taipei City,群益金鼎證券股份有限公司,".NET, C#",1年以上,1+ year,證券及期貨業,Securities,專科,Associate Degree
系統設計工程師,桃園市,Taoyuan City,光遠科技股份有限公司,,2年以上,2+ years,光電產業,Optoelectronics,專科,Associate Degree
Flutter App 工程師(可遠端),新竹市,Hsinchu City,你訂_雲仲資訊股份有限公司,,4年以上,4+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
資訊人員(計量交易部),新北市,New Taipei City,永豐金證券股份有限公司,,2年以上,2+ years,證券及期貨業,Securities,專科,Associate Degree
醫療資訊系統工程師,台北市,Taipei City,馬雅資訊股份有限公司,"CSS, Git, HTML, Javascript, SQL, Vue",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,專科,Associate Degree
系統資訊工程師　,新竹縣,Hsinchu County,晶兆成科技股份有限公司,,1年以上,1+ year,半導體製造業,Semiconductor Manufacturing,大學,Bachelor's Degree
Robotics System Engineer,台北市,Taipei City,大眾電腦股份有限公司,C++,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
Firmware Engineer/Application Engineer,台北市,Taipei City,咸軏智能科技股份有限公司,,經歷不拘,Experience not required,電子通訊／電腦週邊批發業,Electronics Wholesale,大學,Bachelor's Degree
【AI Team 】python開發工程師,台北市,Taipei City,愛酷智能科技股份有限公司,"AWS, Django, Git, MongoDB, Python",3年以上,3+ years,網際網路相關業,Internet,大學,Bachelor's Degree
【AI Team 】python開發工程師,台北市,Taipei City,愛酷智能科技股份有限公司,"AWS, Django, Git, MongoDB, Python",3年以上,3+ years,網際網路相關業,Internet,大學,Bachelor's Degree
富邦證券-軟體工程師,台北市,Taipei City,富邦綜合證券股份有限公司,,1年以上,1+ year,證券及期貨業,Securities,專科,Associate Degree
兼職 Ruby on Rails 後端工程師,新北市,New Taipei City,前網數位資訊股份有限公司,,1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
系統分析師／系統設計師(可遠端工作)台北地區,台北市,Taipei City,雲康管理顧問有限公司,".NET, React, SQL, Typescript",3年以上,3+ years,其它軟體及網路相關業,Other IT,專科,Associate Degree
IoT設備軟韌體工程師,台中市,Taichung City,發條橘子科技股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
UI/UX設計師-智慧交通領域(IAD20),新北市,New Taipei City,資拓宏宇國際股份有限公司,"CSS, HTML, RWD",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
軟體設計工程師,新竹縣,Hsinchu County,精拓科技股份有限公司,,經歷不拘,Experience not required,IC設計相關業,IC Design,碩士,Master's Degree
全端軟體工程師,台中市,Taichung City,台灣引興股份有限公司,,經歷不拘,Experience not required,專用生產機械製造修配業,Special Machinery,專科,Associate Degree
系統維運工程師(專案一組),台北市,Taipei City,康和綜合證券股份有限公司,SQL,經歷不拘,Experience not required,證券及期貨業,Securities,大學,Bachelor's Degree
軟體設計師,台北市,Taipei City,嘉誠資訊股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
